id,title,type,release_year,age_certification,runtime,genres,production_countries,imdb_score,imdb_votes
ts86177,The Outsider,SHOW,2020,TV-MA,58,"['crime', 'drama', 'thriller', 'fantasy', 'documentation', 'action']",['US'],7.7,86428
ts214743,Industry,SHOW,2020,TV-MA,54,"['drama', 'comedy', 'reality']",['US'],7.1,10732
ts85699,The Undoing,SHOW,2020,TV-MA,56,"['drama', 'thriller', 'crime']",['US'],7.4,96132
ts39398,The Vow,SHOW,2020,TV-MA,59,"['documentation', 'crime']",['US'],,
ts82542,DC's Stargirl,SHOW,2020,TV-14,42,"['scifi', 'action', 'drama', 'crime', 'fantasy']",['US'],7.2,19156
tm361275,Long Shot,MOVIE,2019,R,125,"['comedy', 'romance']",['US'],6.8,113653
ts236846,The Head,SHOW,2020,TV-14,49,['drama'],"['ES', 'JP']",,
ts218901,I Hate Suzie,SHOW,2020,TV-MA,39,"['comedy', 'drama']",['GB'],6.9,3735
ts88636,Years and Years,SHOW,2019,TV-MA,61,"['war', 'scifi', 'drama']",['GB'],8.3,30848
ts87692,Gentleman Jack,SHOW,2019,TV-MA,60,"['drama', 'history', 'romance']",['US'],8.2,14453
tm414396,Greenland,MOVIE,2020,PG-13,120,"['drama', 'thriller', 'scifi', 'action']","['GB', 'US']",6.4,121269
ts87041,The Other Two,SHOW,2019,TV-MA,24,['comedy'],['US'],7.8,7095
tm369261,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),MOVIE,2020,R,109,"['crime', 'action', 'comedy']",['US'],6,245012
ts288175,Smiling Friends,SHOW,2020,TV-MA,11,"['animation', 'comedy']",['US'],8.5,10519
ts75230,Warrior,SHOW,2019,TV-MA,55,"['action', 'crime', 'drama', 'history']",['US'],8.4,27676
ts223027,We're Here,SHOW,2020,TV-MA,59,['reality'],['US'],8.5,2550
ts236950,I May Destroy You,SHOW,2020,TV-MA,31,['drama'],"['GB', 'US']",8.1,23146
ts88422,Tacoma FD,SHOW,2019,TV-14,24,['comedy'],['US'],8.1,4986
ts300471,Looney Tunes Cartoons,SHOW,2020,TV-PG,10,"['family', 'animation', 'comedy', 'thriller', 'action']",['US'],8,1519
ts213221,The Third Day,SHOW,2020,TV-MA,61,"['scifi', 'drama', 'horror', 'thriller']",['US'],6.4,10455
ts251912,Selena + Chef,SHOW,2020,TV-PG,26,['reality'],['US'],8.3,1053
tm328069,Wonder Woman 1984,MOVIE,2020,PG-13,151,"['action', 'fantasy']",['US'],5.4,274127
ts88633,Los Espookys,SHOW,2019,TV-MA,29,"['comedy', 'fantasy', 'horror']",['US'],7.5,2404
ts80962,Tuca & Bertie,SHOW,2019,TV-MA,24,"['comedy', 'animation']",['US'],7.4,7712
ts88479,Leaving Neverland,SHOW,2019,TV-MA,122,['documentation'],['US'],,
tm434801,Downton Abbey,MOVIE,2019,PG,122,"['history', 'drama', 'romance', 'european']","['US', 'GB']",7.4,58430
ts53882,The Plot Against America,SHOW,2020,TV-MA,62,"['scifi', 'drama', 'thriller']",['US'],7.3,10384
tm361296,The Art of Self-Defense,MOVIE,2019,R,104,"['thriller', 'sport', 'action', 'comedy', 'crime', 'drama']",['US'],6.6,38814
tm321227,Hellboy,MOVIE,2019,R,121,"['horror', 'fantasy', 'scifi', 'action']","['BG', 'CA', 'FR', 'PT', 'US']",5.2,86684
ts90742,Batwoman,SHOW,2019,TV-14,42,"['scifi', 'action', 'crime', 'drama']",['US'],3.4,44737
ts251892,YOLO,SHOW,2020,TV-14,13,"['comedy', 'fantasy', 'animation']",['US'],7.2,938
ts225021,All Rise,SHOW,2019,TV-MA,43,"['drama', 'family']",['US'],6.9,5355
ts255297,How To with John Wilson,SHOW,2020,TV-MA,27,"['documentation', 'comedy']",['US'],8.7,9531
tm887078,Shiva Baby,MOVIE,2020,,78,"['comedy', 'drama']",['US'],7.1,24012
ts89040,"I Love You, Now Die: The Commonwealth v. Michelle Carter",SHOW,2019,TV-MA,70,"['documentation', 'crime']",['US'],7.5,7180
tm448749,Luce,MOVIE,2019,R,109,"['thriller', 'drama']",['US'],6.6,14031
tm435951,The Way Back,MOVIE,2020,R,108,"['drama', 'sport']","['CA', 'US']",6.7,48363
ts88127,The Case Against Adnan Syed,SHOW,2019,TV-14,68,"['crime', 'documentation']",['US'],6.7,2649
ts91056,Nancy Drew,SHOW,2019,TV-14,41,"['drama', 'scifi', 'horror', 'fantasy']",['US'],6.6,9003
ts87563,Dr. Stone,SHOW,2019,TV-14,24,"['action', 'fantasy', 'animation', 'comedy', 'scifi', 'drama']",['JP'],8.1,21808
ts225734,Three Busy Debras,SHOW,2020,TV-MA,11,['comedy'],['US'],5.9,716
tm931957,Please Hold,MOVIE,2020,R,18,['scifi'],['US'],7.9,
ts110041,Awkwafina Is Nora from Queens,SHOW,2020,TV-MA,21,['comedy'],['US'],7.5,5374
tm866711,"Crazy, Not Insane",MOVIE,2020,,117,"['documentation', 'crime']",['US'],6.9,2251
tm372456,The Bob's Burgers Movie,MOVIE,2020,PG-13,102,"['comedy', 'animation', 'thriller', 'crime', 'drama']",['US'],7,18567
tm950280,The Bee Gees: How Can You Mend a Broken Heart,MOVIE,2020,,111,"['documentation', 'music']",['US'],8.1,5086
tm918114,The Swamp,MOVIE,2020,,114,"['documentation', 'animation']",['RU'],6.6,706
tm426411,Cats,MOVIE,2019,PG,110,"['comedy', 'drama', 'fantasy', 'animation', 'family']","['US', 'GB']",2.7,49078
ts236745,Betty,SHOW,2020,TV-MA,28,"['drama', 'comedy']",['US'],7.1,2715
tm845511,Identifying Features,MOVIE,2020,,95,['drama'],"['MX', 'ES']",7.3,2134
ts102079,A Black Lady Sketch Show,SHOW,2019,TV-MA,28,['comedy'],['US'],7.5,3191
tm432035,Native Son,MOVIE,2019,NC-17,114,['drama'],['US'],5.7,2623
ts104794,Frayed,SHOW,2019,TV-MA,45,"['comedy', 'drama']","['AU', 'GB']",7.5,2668
tm465547,Game of Thrones: The Last Watch,MOVIE,2019,,114,['documentation'],['US'],7.1,6458
ts226505,Atlanta's Missing and Murdered: The Lost Children,SHOW,2020,TV-MA,56,"['documentation', 'crime']",['US'],7.1,1409
tm373761,A Vigilante,MOVIE,2019,R,91,"['drama', 'thriller', 'crime']",['US'],5.7,9568
tm240628,Scoob!,MOVIE,2020,PG,93,"['comedy', 'crime', 'family', 'scifi', 'horror', 'animation', 'fantasy']",['US'],5.6,27872
ts252748,The Bridge: Race to a Fortune,SHOW,2020,,45,['reality'],['GB'],7.1,122
tm927720,The Dress,MOVIE,2020,R,30,['drama'],['PL'],6.9,
tm854357,David Byrne's American Utopia,MOVIE,2020,,105,"['music', 'documentation']",['US'],8.2,4793
ts254749,The Investigation,SHOW,2020,TV-14,43,"['drama', 'thriller', 'crime']",['DK'],7.6,6943
tm469097,Harriet,MOVIE,2019,PG-13,125,"['drama', 'action', 'history']",['US'],6.7,28251
ts85815,Jett,SHOW,2019,TV-MA,61,"['drama', 'thriller', 'action', 'crime']",['US'],7.4,5701
tm856559,White Eye,MOVIE,2019,,21,['drama'],['IL'],,
tm448004,Weathering with You,MOVIE,2019,PG-13,112,"['drama', 'fantasy', 'romance', 'family', 'animation']","['JP', 'CN']",7.5,44182
tm446575,Honeyland,MOVIE,2019,,89,"['documentation', 'drama', 'european']",['MK'],8,18376
tm461196,Showbiz Kids,MOVIE,2020,,95,"['drama', 'documentation']",['US'],7,1872
tm446624,The Inventor: Out for Blood in Silicon Valley,MOVIE,2019,,119,"['documentation', 'crime']",['US'],7.2,13854
tm832906,What Happened on September 11,MOVIE,2019,PG,30,"['documentation', 'drama', 'history']",['US'],5.7,374
tm376750,O.G.,MOVIE,2019,R,113,['drama'],['US'],6.2,2670
tm867467,Class Action Park,MOVIE,2020,,90,"['crime', 'documentation']",['US'],7,7146
tm823601,Alternate Endings: Six New Ways to Die in America,MOVIE,2019,PG,68,['documentation'],['US'],7.3,275
ts78322,Catherine the Great,SHOW,2019,TV-MA,59,"['war', 'drama', 'history']",['GB'],6.2,5948
ts272765,Prodigal Son,SHOW,2019,TV-14,43,"['drama', 'crime', 'thriller']",['US'],7.7,21639
tm822845,Bad Education,MOVIE,2020,,108,"['drama', 'comedy', 'crime']",['US'],7.1,41367
ts105025,McMillions,SHOW,2020,TV-14,57,"['history', 'documentation', 'crime']",['US'],7.2,8494
tm221693,Amazing Grace,MOVIE,2019,G,87,"['music', 'documentation']",['US'],7.5,4823
tm820155,My Favorite Shapes by Julio Torres,MOVIE,2019,,57,['comedy'],['US'],6.8,589
tm450394,Justice League vs. the Fatal Five,MOVIE,2019,PG-13,87,"['action', 'scifi', 'animation', 'fantasy']",['US'],6.5,9771
ts260121,Tiger,SHOW,2020,TV-MA,90,"['documentation', 'sport']",['US'],7.8,4675
ts106444,David Makes Man,SHOW,2019,,43,['drama'],['US'],7.5,619
ts229283,Adventure Time: Distant Lands,SHOW,2020,TV-PG,45,"['action', 'family', 'fantasy', 'animation', 'comedy', 'thriller', 'scifi']",['US'],8.7,5439
tm463907,One Nation Under Stress,MOVIE,2019,,70,['documentation'],['US'],6.8,176
ts252007,Dream Raider,SHOW,2020,TV-MA,44,"['thriller', 'crime', 'scifi']",['TW'],5.1,137
ts89675,I Know This Much Is True,SHOW,2020,TV-MA,63,['drama'],['US'],8.1,20665
ts215922,Two Weeks to Live,SHOW,2020,TV-MA,24,"['comedy', 'crime', 'drama', 'action']",['GB'],6.7,4137
ts269513,House of Ho,SHOW,2020,TV-MA,34,['reality'],['US'],5.9,377
tm461646,Ernie & Joe,MOVIE,2019,,96,['documentation'],['US'],8,353
tm823157,Very Ralph,MOVIE,2019,,108,['documentation'],['US'],6.9,682
tm953166,Between the World and Me,MOVIE,2020,,85,['documentation'],['US'],7.4,534
tm447124,Impractical Jokers: The Movie,MOVIE,2020,PG-13,92,['comedy'],['US'],5.8,6794
ts223692,White House Farm,SHOW,2020,TV-MA,47,"['drama', 'crime', 'history', 'thriller']",['GB'],7.4,10591
tm469747,Wig,MOVIE,2019,PG-13,89,['documentation'],['US'],6.9,829
ts94864,I'll Be Gone in the Dark,SHOW,2020,TV-MA,58,"['documentation', 'crime']",['US'],7.4,8076
tm824228,Buzz,MOVIE,2019,PG,90,"['documentation', 'drama', 'comedy']",['US'],5.4,910
tm426410,Diego Maradona,MOVIE,2019,,130,"['documentation', 'sport', 'european']",['GB'],7.7,17463
tm828948,Let Them All Talk,MOVIE,2020,R,113,"['comedy', 'drama']",['US'],6.1,11860
tm440581,At the Heart of Gold: Inside the USA Gymnastics Scandal,MOVIE,2019,PG-13,88,"['documentation', 'crime', 'sport']",['US'],8,3245
tm865763,John Lewis: Good Trouble,MOVIE,2020,PG,96,['documentation'],['US'],7.5,971
tm820756,Teen Titans Go! vs. Teen Titans,MOVIE,2019,PG,76,"['action', 'animation']",['US'],,
tm834029,Unpregnant,MOVIE,2020,PG-13,104,"['drama', 'comedy']",['US'],6.5,8658
tm680256,Liberty: Mother of Exiles,MOVIE,2019,,90,['documentation'],['US'],6.6,167
tm461377,Oprah Winfrey Presents: After Neverland,MOVIE,2019,PG-13,58,['documentation'],['US'],6.5,1187
tm933380,The Mystery of D.B. Cooper,MOVIE,2020,,87,"['documentation', 'crime', 'history']",['GB'],6.5,2092
tm450401,Natalie Wood: What Remains Behind,MOVIE,2020,PG,100,['documentation'],['US'],7.1,1517
ts256269,Murder on Middle Beach,SHOW,2020,TV-MA,66,"['thriller', 'documentation', 'crime']",['US'],7.4,4104
ts237866,The Dog House,SHOW,2019,TV-Y7,47,['reality'],['GB'],,
tm348198,Hotel Mumbai,MOVIE,2019,R,123,"['drama', 'action', 'thriller', 'history']","['IN', 'SG', 'US', 'AU']",7.6,66050
ts100921,30 Coins,SHOW,2020,TV-MA,65,"['thriller', 'drama', 'fantasy', 'horror', 'scifi']",['ES'],7.2,6940
ts89911,The New Pope,SHOW,2020,TV-MA,57,['drama'],"['FR', 'IT', 'GB', 'ES', 'US']",8.1,17023
tm818328,Steven Universe: The Movie,MOVIE,2019,,82,"['thriller', 'scifi', 'drama', 'fantasy', 'family', 'animation', 'action', 'comedy']",['US'],7.7,7851
tm472250,The Immortal,MOVIE,2019,,115,"['crime', 'drama', 'thriller']",['IT'],6.8,6834
ts255476,Valley of Tears,SHOW,2020,,42,['war'],['IL'],,
ts89059,Katy Keene,SHOW,2020,TV-14,45,"['comedy', 'drama']",['US'],6.2,2624
tm458012,Running with Beto,MOVIE,2019,,95,['documentation'],['US'],6,620
tm974617,The Fresh Prince of Bel-Air Reunion,MOVIE,2020,,75,['documentation'],['US'],8.2,3710
tm921992,Coastal Elites,MOVIE,2020,R,87,"['comedy', 'drama']",['US'],6.3,1096
tm963365,Alabama Snake,MOVIE,2020,,85,"['documentation', 'crime']",['US'],5.5,701
ts186618,La Unidad,SHOW,2020,,52,"['crime', 'drama', 'thriller', 'action']",['ES'],7.3,1544
tm446182,Moonlight Sonata: Deafness in Three Movements,MOVIE,2019,,90,['documentation'],['US'],7.3,274
tm307280,The Beach Bum,MOVIE,2019,R,95,"['comedy', 'european']","['US', 'FR', 'CH', 'GB']",5.5,23316
ts285858,La Jauría,SHOW,2020,TV-MA,48,"['drama', 'crime', 'thriller']",['CL'],6,1292
tm827603,Bully. Coward. Victim. The Story of Roy Cohn,MOVIE,2020,,94,['documentation'],['US'],6.8,863
tm440739,Head Full of Honey,MOVIE,2019,PG-13,139,"['drama', 'comedy', 'european']","['DE', 'US']",5.2,2173
tm305296,Cold Pursuit,MOVIE,2019,R,119,"['thriller', 'action', 'comedy', 'crime', 'drama']","['US', 'CA', 'FR', 'GB']",6.2,71586
tm411318,It's a Hard Truth Ain't It,MOVIE,2019,,75,"['animation', 'documentation']",['US'],6.9,395
tm845413,Welcome to Chechnya,MOVIE,2020,,107,['documentation'],['US'],7.9,2963
ts110978,Perfect Life,SHOW,2019,TV-MA,29,"['drama', 'comedy']",['ES'],7.3,1077
tm836590,Gary Gulman: The Great Depresh,MOVIE,2019,,75,['comedy'],['US'],7.6,636
tm851092,Mogul Mowgli,MOVIE,2020,,89,['drama'],"['GB', 'US']",6.6,2938
ts268861,Heaven's Gate: The Cult of Cults,SHOW,2020,TV-MA,50,"['documentation', 'crime']",['US'],,
tm863824,Justice League Dark: Apokolips War,MOVIE,2020,R,90,"['animation', 'action']",['US'],,
ts90217,We Are Who We Are,SHOW,2020,TV-MA,58,['drama'],['US'],7.3,9008
tm352638,Boy Erased,MOVIE,2019,R,115,['drama'],"['AU', 'US']",6.9,39901
tm836956,Daniel Sloss: X,MOVIE,2019,,89,['comedy'],['GB'],8.4,1423
tm454609,Well Groomed,MOVIE,2020,,88,"['documentation', 'sport']",['US'],5.9,591
tm847310,Superman: Red Son,MOVIE,2020,PG-13,84,"['animation', 'action']",['US'],,
tm458066,Deadwood: The Movie,MOVIE,2019,R,110,"['western', 'drama']",['US'],7.4,23910
tm449495,The Many Lives of Nick Buoniconti,MOVIE,2019,PG,74,"['documentation', 'sport']",['US'],7,209
ts189755,Singletown,SHOW,2019,,44,"['reality', 'romance']",['GB'],5.8,58
ts87658,Vote for Juan,SHOW,2019,TV-14,30,['comedy'],['ES'],6.9,670
tm937015,Wild Card: The Downfall of a Radio Loudmouth,MOVIE,2020,,76,"['documentation', 'sport']",['US'],6.2,255
ts89481,The World Between Us,SHOW,2019,,52,"['drama', 'crime']",['TW'],8.9,2540
tm945732,The Soul of America,MOVIE,2020,,77,['documentation'],['US'],7.3,488
ts217763,Joint Venture,SHOW,2019,TV-MA,54,"['drama', 'crime', 'comedy']",['BR'],7.9,546
ts236216,Shaq Life,SHOW,2020,,22,['documentation'],['US'],,
ts223549,12 Dates of Christmas,SHOW,2020,TV-MA,45,['reality'],['US'],5.7,206
tm920223,Batman: Death in the Family,MOVIE,2020,R,31,"['action', 'animation']",['US'],5.6,
tm1082305,Euphoria: Trouble Don't Last Always,MOVIE,2020,R,57,['drama'],['US'],9,
tm375298,The Death of Superman,MOVIE,2019,PG-13,81,"['animation', 'action', 'drama', 'scifi']",['US'],,
tm878136,Jimmy Carter: Rock & Roll President,MOVIE,2020,,95,"['music', 'documentation', 'history']",['US'],7.5,660
ts89867,Scooby-Doo and Guess Who?,SHOW,2019,TV-PG,22,"['comedy', 'thriller', 'animation', 'crime', 'family', 'fantasy']",['US'],7.4,1739
tm452757,Amanda Seales: I Be Knowin',MOVIE,2019,,60,['comedy'],['US'],6.2,404
tm822848,Western Stars,MOVIE,2019,PG,83,"['music', 'documentation', 'western']",['US'],7.6,1882
ts215493,Our Boys,SHOW,2019,TV-MA,57,['drama'],"['IL', 'US']",7.8,4297
tm827433,Torn Apart: Separated at the Border,MOVIE,2019,PG,39,['documentation'],['US'],5.3,49
tm686009,Linda Ronstadt: The Sound of My Voice,MOVIE,2019,PG-13,95,"['documentation', 'music']",['US'],8,2294
tm457769,Song of Parkland,MOVIE,2019,PG,30,['documentation'],['US'],,
tm1038789,When You Clean a Stranger's Home,MOVIE,2020,,7,['drama'],['US'],,
tm846155,"Siempre, Luis",MOVIE,2020,,95,['documentation'],['US'],,
ts235588,Veneno,SHOW,2020,TV-MA,55,['drama'],['ES'],8.7,4119
tm427020,Wild Rose,MOVIE,2019,R,101,"['music', 'comedy', 'drama']","['US', 'GB', 'CA']",7.1,14404
tm855699,Rendez-vous,MOVIE,2019,R,102,['thriller'],['MX'],,
tm437215,Promare,MOVIE,2019,PG-13,111,"['scifi', 'thriller', 'animation', 'action', 'comedy', 'drama', 'fantasy']",['JP'],7,4593
ts238321,Expecting Amy,SHOW,2020,TV-MA,57,"['documentation', 'comedy']",['US'],7.1,835
tm450390,Wonder Woman: Bloodlines,MOVIE,2019,PG-13,83,"['fantasy', 'action', 'animation']",['US'],5.9,7570
tm501910,Out in the Open,MOVIE,2019,,103,"['drama', 'thriller', 'western', 'european']","['PT', 'ES']",6.8,1424
tm898383,Stockton on My Mind,MOVIE,2020,,89,['documentation'],['US'],6.5,173
tm438259,Varda by Agnès,MOVIE,2019,,115,"['documentation', 'european']",['FR'],7.6,33
tm419440,Ride Your Wave,MOVIE,2019,,95,"['comedy', 'drama', 'family', 'fantasy', 'romance', 'animation']",['JP'],6.8,3416
ts87763,gen:LOCK,SHOW,2019,TV-14,26,"['animation', 'action', 'scifi', 'fantasy']",['US'],7.2,1633
tm872994,Transhood,MOVIE,2020,,96,['documentation'],['US'],5.6,1306
tm825445,Saudi Women's Driving School,MOVIE,2019,,65,['documentation'],['US'],6.6,213
tm845711,Dan Soder: Son of a Gary,MOVIE,2019,,62,['comedy'],['US'],7.4,382
ts252718,Agents of Chaos,SHOW,2020,TV-MA,119,"['documentation', 'history']",['US'],7.3,1324
tm858993,Superman: Man of Tomorrow,MOVIE,2020,PG-13,86,"['animation', 'action']",['US'],,
tm602038,True Justice: Bryan Stevenson's Fight for Equality,MOVIE,2019,R,102,['documentation'],['US'],8.3,335
tm461190,The Apollo,MOVIE,2020,PG,98,"['documentation', 'european']",['US'],6.8,656
ts226576,Adult Material,SHOW,2020,TV-MA,49,['drama'],['GB'],,
tm406623,Reign of the Supermen,MOVIE,2019,PG-13,87,"['animation', 'action', 'fantasy', 'scifi', 'family']",['US'],6.7,14927
tm825452,Finding the Way Home,MOVIE,2019,,97,['documentation'],['US'],7.2,82
tm945797,A Storybook Ending,MOVIE,2020,,18,"['comedy', 'crime']","['GB', 'CA']",,
tm897377,Earwig and the Witch,MOVIE,2020,PG,82,"['animation', 'family', 'fantasy']",['JP'],4.8,4806
tm840119,Belichick & Saban: The Art of Coaching,MOVIE,2019,PG,90,"['documentation', 'sport']",['US'],7.6,228
ts95323,The Trial of Christine Keeler,SHOW,2019,,59,"['drama', 'history', 'war']",['GB'],6.9,1936
tm859213,My Heart Goes Boom!,MOVIE,2020,,116,"['comedy', 'romance']","['ES', 'IT']",5.7,1131
ts268250,The Cost of Winning,SHOW,2020,TV-14,29,"['documentation', 'sport']",['US'],7.4,136
ts221305,Laetitia,SHOW,2020,,45,"['drama', 'thriller', 'crime']",['FR'],7,471
tm842965,Line of Duty,MOVIE,2019,R,98,['thriller'],"['US', 'GB']",,
tm850197,Young Hearts,MOVIE,2020,,85,"['romance', 'comedy']",['US'],,
tm451539,Batman: Hush,MOVIE,2019,PG-13,82,"['action', 'animation', 'thriller', 'scifi']",['US'],,
tm317518,The Field Guide to Evil,MOVIE,2019,R,117,['horror'],"['HU', 'IN', 'NZ', 'PL', 'TR', 'US', 'AT', 'GR']",4.8,2315
tm898226,Baby God,MOVIE,2020,,78,"['documentation', 'crime']",['US'],5.9,798
tm946973,Burning Ojai: Our Fire Story,MOVIE,2020,,40,['documentation'],['US'],6.3,94
tm817931,Yusuf Hawkins: Storm Over Brooklyn,MOVIE,2020,PG-13,99,"['documentation', 'crime']","['US', 'GB']",7.2,216
tm841580,Lindsey Vonn: The Final Season,MOVIE,2019,,89,"['documentation', 'sport']",['US'],7,185
ts252954,Miss S,SHOW,2020,,48,['drama'],['CN'],,
tm851292,Schoolgirls,MOVIE,2020,,97,"['drama', 'european']",['ES'],6.4,2490
tm917595,The Weight of Gold,MOVIE,2020,,60,['documentation'],['US'],7.1,808
ts225675,Noblesse,SHOW,2020,TV-MA,23,"['scifi', 'comedy', 'animation', 'action', 'fantasy']",['JP'],7.1,1612
tm414196,The Cold Blue,MOVIE,2019,,74,"['documentation', 'war']",['US'],7.6,896
tm371616,This One's for the Ladies,MOVIE,2019,NC-17,82,['documentation'],['US'],5.4,165
tm857585,Women of Troy,MOVIE,2020,,59,['documentation'],['US'],7.1,226
tm939190,537 Votes,MOVIE,2020,,109,['documentation'],['US'],7.2,813
tm974016,Colin Quinn & Friends: A Parking Lot Comedy Show,MOVIE,2020,,49,['comedy'],['US'],5.9,122
ts87495,Patria,SHOW,2020,TV-14,57,"['war', 'drama']",['ES'],8.2,5826
tm460219,Never Grow Old,MOVIE,2019,R,101,"['western', 'drama', 'action', 'european']","['IE', 'LU', 'BE', 'FR']",6,4286
tm404659,Little Woods,MOVIE,2019,R,103,"['drama', 'thriller', 'crime', 'western']",['US'],6.2,3630
tm824198,One for All,MOVIE,2020,,91,"['drama', 'documentation', 'european']",['ES'],6.2,686
tm945893,"1, 2, 3, All Eyes On Me",MOVIE,2020,,15,['drama'],['US'],,
tm827460,The Art of Political Murder,MOVIE,2020,PG-13,89,"['documentation', 'crime']",['US'],7.3,265
tm864405,The Scheme,MOVIE,2020,,118,"['documentation', 'crime']",['US'],7.1,864
tm823607,Unmasking Jihadi John: Anatomy of a Terrorist,MOVIE,2019,,90,['documentation'],"['GB', 'US']",7.1,413
tm456161,The Brink,MOVIE,2019,R,91,['documentation'],['US'],6.3,819
tm471860,Ice on Fire,MOVIE,2019,,98,['documentation'],['US'],7.4,1604
tm812586,Ramy Youssef: Feelings,MOVIE,2019,,60,['comedy'],['US'],7,800
ts252883,Possessions,SHOW,2020,,48,['drama'],"['FR', 'IL']",,
tm821120,El verano que vivimos,MOVIE,2020,,119,"['drama', 'romance', 'european']",['ES'],5.9,876
ts217567,Who Killed Garrett Phillips?,SHOW,2019,TV-MA,93,"['crime', 'documentation']",['US'],,
tm927053,40 Years a Prisoner,MOVIE,2020,,110,"['documentation', 'crime']",['US'],7.2,482
ts251316,A World of Calm,SHOW,2020,TV-G,21,['documentation'],['US'],8.2,403
tm856751,Whitmer Thomas: The Golden One,MOVIE,2020,,63,"['documentation', 'comedy']",['US'],6.5,199
tm449205,The Tomorrow Man,MOVIE,2019,PG-13,94,"['drama', 'romance']",['US'],5.8,2030
tm858486,After Truth: Disinformation and the Cost of Fake News,MOVIE,2020,,95,['documentation'],['US'],7.1,1744
ts88675,What's My Name | Muhammad Ali,SHOW,2019,TV-14,78,['documentation'],['US'],,
tm908935,Deathstroke: Knights & Dragons - The Movie,MOVIE,2020,R,87,"['animation', 'action', 'scifi']",['US'],6.3,3850
tm920345,On the Trail: Inside the 2020 Primaries,MOVIE,2020,,94,['documentation'],['US'],6.6,144
ts188097,El Pionero,SHOW,2019,,60,['documentation'],['ES'],7.3,634
ts90624,On Tour with Asperger's Are Us,SHOW,2019,TV-14,29,"['comedy', 'documentation']",['US'],7.3,100
tm859853,I Miss You,MOVIE,2019,,105,['drama'],"['BO', 'US']",7.4,614
tm160479,Necessary Evil: Super-Villains of DC Comics,MOVIE,2020,,99,"['action', 'crime', 'documentation']",['US'],6.8,1293
ts89179,Other Parents,SHOW,2019,,33,['comedy'],['DE'],7,186
tm890816,"Yvonne Orji: Momma, I Made It!",MOVIE,2020,,65,"['comedy', 'documentation']",['US'],6.9,302
tm843682,Lil Rel Howery: Live in Crenshaw,MOVIE,2019,,64,['comedy'],['US'],5.6,143
tm825481,In the Shadow of the Towers: Stuyvesant High on 9/11,MOVIE,2019,,35,"['history', 'documentation', 'drama']",['US'],6.4,387
tm463451,Any One of Us,MOVIE,2020,,88,['documentation'],"['US', 'CA', 'MX', 'NL']",7.8,290
ts268290,Adventure of the Ring,SHOW,2020,TV-14,45,"['drama', 'comedy', 'romance']",['TW'],7.6,55
ts282223,Steven Universe Future,SHOW,2019,TV-PG,11,"['fantasy', 'scifi', 'comedy', 'drama', 'family', 'action', 'animation']",['US'],7.6,3327
tm894108,We Bare Bears: The Movie,MOVIE,2020,G,69,"['animation', 'fantasy', 'comedy', 'family']",['US'],6.7,2172
tm883958,LEGO DC: Shazam! Magic and Monsters,MOVIE,2020,,81,"['comedy', 'family', 'fantasy', 'scifi', 'animation', 'action']",['US'],6.2,1098
tm946951,The Monster at the End of This Story,MOVIE,2020,G,31,"['animation', 'family', 'fantasy']",['US'],7.3,57
tm474851,Lego DC Batman: Family Matters,MOVIE,2019,,72,"['comedy', 'animation', 'action', 'family', 'scifi']","['US', 'DK']",6.1,1260
tm937378,The Perfect Weapon,MOVIE,2020,,87,['documentation'],['US'],7.2,1041
tm892238,Dating Amber,MOVIE,2020,,92,"['comedy', 'drama', 'romance']",['IE'],7,6778
tm827289,Rosa's Wedding,MOVIE,2020,,97,"['comedy', 'romance']","['ES', 'FR']",6.4,1817
ts254845,Equal,SHOW,2020,TV-MA,39,"['documentation', 'drama']",['US'],,
ts287299,Property Brothers: Forever Home,SHOW,2019,TV-G,44,['reality'],['US'],6.6,316
tm985635,Under The Grapefruit Tree: The CC Sabathia Story,MOVIE,2020,,67,['documentation'],['US'],7.2,251
tm882242,Kill Chain: The Cyber War on America's Elections,MOVIE,2020,,91,['documentation'],['US'],7.5,687
tm858269,Sherlock Holmes and the Great Escape,MOVIE,2019,,84,['animation'],['HK'],6.1,170
tm926781,HA Festival: The Art of Comedy,MOVIE,2020,,60,['comedy'],['US'],6.1,23
tm922792,Rose Matafeo: Horndog,MOVIE,2020,,60,['comedy'],['GB'],6.5,291
tm1020165,Amaraica,MOVIE,2020,,93,['drama'],['US'],5.2,98
tm949223,Simmer,MOVIE,2020,,96,"['crime', 'drama', 'thriller']",['US'],5.1,3297
tm884668,The Foquita: El 10 de la Calle,MOVIE,2020,PG-13,90,"['family', 'drama', 'comedy']",['PE'],5.7,101
tm845482,On the Record,MOVIE,2020,,95,['documentation'],['US'],7.2,947
tm945198,A West Wing Special to Benefit When We All Vote,MOVIE,2020,,64,['drama'],['US'],8.5,1348
tm832366,Shakira in Concert: El Dorado World Tour,MOVIE,2019,,122,"['documentation', 'music']",['US'],7.8,274
tm374178,Ali & Cavett: The Tale of the Tapes,MOVIE,2020,,95,"['documentation', 'sport']",['US'],7.3,320
tm916741,A Costume for Nicolas,MOVIE,2020,,80,"['animation', 'family']",['MX'],6.8,241
tm823486,Sermon on the Mount,MOVIE,2019,,46,['documentation'],['US'],6.8,105
tm944825,Chelsea Handler: Evolution,MOVIE,2020,,68,"['comedy', 'documentation']",['US'],5.8,527
