id,title,type,release_year,age_certification,runtime,genres,production_countries,imdb_score,imdb_votes
tm77588,Casablanca,MOVIE,1943,PG,102,"['drama', 'romance', 'war']",['US'],8.5,577842
tm155702,The Wizard of Oz,MOVIE,1939,G,102,"['fantasy', 'family']",['US'],8.1,406105
tm83648,Citizen Kane,MOVIE,1941,PG,119,['drama'],['US'],8.3,446627
tm3175,Meet Me in St. Louis,MOVIE,1945,,113,"['drama', 'family', 'romance', 'music', 'comedy']",['US'],7.5,25589
ts225761,Tom and Jerry,SHOW,1940,,8,"['animation', 'comedy', 'family', 'action']",['US'],7.7,859
tm156463,Gone with the Wind,MOVIE,1940,G,238,"['drama', 'romance', 'war', 'history']",['US'],8.2,319463
tm82363,The Big Sleep,MOVIE,1946,,114,"['crime', 'thriller']",['US'],7.9,87289
tm106979,The Thin Man,MOVIE,1934,,93,"['comedy', 'crime', 'romance']",['US'],7.9,30898
tm14790,Mildred Pierce,MOVIE,1945,,111,"['drama', 'romance', 'crime']",['US'],7.9,26770
tm47834,M,MOVIE,1931,PG-13,109,"['thriller', 'crime', 'drama', 'action', 'european']",['DE'],8.3,160170
tm5094,The Treasure of the Sierra Madre,MOVIE,1948,,126,"['western', 'drama']",['US'],8.2,126516
tm5608,Bicycle Thieves,MOVIE,1948,,93,"['drama', 'european']",['IT'],8.3,165791
tm87737,Häxan,MOVIE,1922,,104,"['horror', 'european', 'history', 'documentation', 'fantasy']",['SE'],7.6,15214
tm88256,Black Narcissus,MOVIE,1947,,100,['drama'],['GB'],7.7,25765
tm160494,Stagecoach,MOVIE,1939,,96,"['western', 'drama']",['US'],7.8,50624
tm7492,Bringing Up Baby,MOVIE,1938,,102,"['romance', 'comedy', 'family']",['US'],7.8,63042
tm58806,Rashomon,MOVIE,1950,,88,"['drama', 'crime']",['JP'],8.2,170971
tm81960,The Philadelphia Story,MOVIE,1940,,112,"['comedy', 'romance']",['US'],7.9,70778
tm146745,The Gold Rush,MOVIE,1925,,81,"['drama', 'comedy', 'romance', 'western', 'family']",['US'],8.1,112841
tm2346,The 39 Steps,MOVIE,1935,,86,"['thriller', 'crime']",['GB'],7.6,58562
tm117703,The Life and Death of Colonel Blimp,MOVIE,1944,,163,"['drama', 'romance', 'war']",['GB'],8,15375
tm4707,The Red Shoes,MOVIE,1948,,133,"['romance', 'drama', 'music']",['GB'],8.1,36324
tm127045,A Trip to the Moon,MOVIE,1902,,15,"['scifi', 'action', 'european']",['FR'],,
tm19202,The Kid Brother,MOVIE,1927,,83,"['western', 'comedy', 'drama', 'family', 'romance']",['US'],7.6,4549
tm72527,The Great Dictator,MOVIE,1940,,125,"['comedy', 'drama', 'war']",['US'],8.4,226643
tm88077,Great Expectations,MOVIE,1947,,118,"['drama', 'romance']",['GB'],7.8,25130
tm122846,The Kid,MOVIE,1921,,68,"['comedy', 'drama', 'family']",['US'],8.3,128096
tm8232,The Lady Vanishes,MOVIE,1938,,97,['thriller'],['GB'],7.8,54135
tm145237,Battleship Potemkin,MOVIE,1925,,70,"['drama', 'thriller', 'war', 'history']",['SU'],7.9,58986
tm4529,To Have and Have Not,MOVIE,1945,,100,"['romance', 'thriller', 'war', 'comedy']",['US'],7.8,35886
tm52402,City Lights,MOVIE,1931,G,87,"['comedy', 'drama', 'romance']",['US'],8.5,186891
tm166715,Top Hat,MOVIE,1935,,101,"['comedy', 'romance']",['US'],7.7,19726
ts80171,Looney Tunes,SHOW,1929,,7,"['comedy', 'family', 'thriller', 'animation']",[],8.8,314
tm7281,Safety Last!,MOVIE,1923,,70,"['action', 'comedy', 'romance', 'thriller']",['US'],8.1,21317
tm2838,The Most Dangerous Game,MOVIE,1932,PG-13,63,"['action', 'thriller', 'horror']",['US'],7.1,12996
tm146874,The Freshman,MOVIE,1925,,76,"['comedy', 'music', 'romance', 'sport', 'family']",['US'],7.5,5741
tm75346,To Be or Not to Be,MOVIE,1942,G,99,"['comedy', 'european', 'romance', 'war']",['US'],8.2,38899
tm104511,Two Monks,MOVIE,1935,,85,"['drama', 'horror', 'romance']",['MX'],7,593
tm80361,The Thief of Bagdad,MOVIE,1940,,106,"['action', 'fantasy', 'romance', 'family']",['GB'],7.4,13695
tm62467,Sabotage,MOVIE,1937,,77,"['drama', 'thriller', 'crime']",['GB'],7,17584
tm79235,That Hamilton Woman,MOVIE,1941,,125,"['drama', 'romance', 'war', 'history']",['US'],7.2,4754
tm18358,The Seventh Veil,MOVIE,1945,,94,"['drama', 'music']",['GB'],6.7,2151
tm117059,A Day in the Country,MOVIE,1946,,41,"['drama', 'romance', 'comedy']",['FR'],,
tm118404,Modern Times,MOVIE,1936,G,87,"['drama', 'comedy', 'romance', 'family']",['US'],8.5,245699
tm13007,Whimsical Illusions,MOVIE,1909,,5,"['fantasy', 'comedy']",['FR'],,
tm106357,Sunnyside,MOVIE,1919,,33,['comedy'],['US'],,
tm20341,"Rome, Open City",MOVIE,1945,,100,"['drama', 'european', 'thriller', 'war']",['IT'],8,27328
tm18203,The Lodger: A Story of the London Fog,MOVIE,1927,,91,"['thriller', 'drama', 'crime']",['GB'],7.3,12435
tm138416,The Private Life of Henry VIII,MOVIE,1933,,90,"['comedy', 'drama', 'romance', 'history']",['GB'],7,4528
tm132332,Gold Diggers of 1933,MOVIE,1930,,97,"['comedy', 'drama']",['US'],7.7,8593
tm61343,Little Women,MOVIE,1949,,121,"['drama', 'romance', 'family']",['US'],7.2,7801
tm15621,Brief Encounter,MOVIE,1945,,86,"['drama', 'romance']",['GB'],8,41309
tm71654,I Married a Witch,MOVIE,1942,,74,"['comedy', 'romance', 'fantasy']",['US'],7.1,8698
tm94100,Odd Man Out,MOVIE,1947,,116,"['thriller', 'crime', 'drama']",['GB'],7.7,10609
tm72458,The Impossible Voyage,MOVIE,1904,,20,"['scifi', 'fantasy']",['FR'],,
tm123253,The Immigrant,MOVIE,1917,,24,['comedy'],['US'],,
tm63925,Orpheus,MOVIE,1950,,95,"['drama', 'romance', 'fantasy', 'european']",['FR'],7.9,12668
tm3293,The Passion of Joan of Arc,MOVIE,1928,,110,"['drama', 'european', 'history']",['FR'],8.2,56455
tm1200,49th Parallel,MOVIE,1941,,123,"['thriller', 'drama', 'war']",['GB'],7.3,7040
tm61524,Late Spring,MOVIE,1949,,108,['drama'],['JP'],8.2,17716
tm6558,Pygmalion,MOVIE,1939,,96,"['comedy', 'drama', 'romance']",['GB'],7.8,9053
tm7868,The Naked City,MOVIE,1948,,96,"['thriller', 'crime', 'drama']",['US'],7.6,14308
tm3805,Vampyr,MOVIE,1932,,75,"['horror', 'european', 'fantasy']","['DE', 'FR']",7.4,19097
tm85292,Nanook of the North,MOVIE,1922,,79,['documentation'],"['US', 'FR']",7.6,12775
tm4032,Hamlet,MOVIE,1948,,155,['drama'],['GB'],7.6,17436
tm3635,Speedy,MOVIE,1928,,85,"['comedy', 'family', 'action']",['US'],7.6,3964
tm98488,Adventures of the Scarlet Pimpernel - Volume 1,MOVIE,1934,,97,['drama'],['GB'],7.3,4463
tm4647,"Germany, Year Zero",MOVIE,1949,,72,"['drama', 'european', 'war']","['DE', 'IT', 'FR']",7.8,12801
tm72662,"Now, Voyager",MOVIE,1942,,117,"['drama', 'romance']",['US'],7.9,17740
tm95846,Brute Force,MOVIE,1947,,98,"['drama', 'thriller', 'crime']",['US'],7.6,10780
tm62165,La Ronde,MOVIE,1950,,110,"['drama', 'european', 'romance']",['FR'],7.5,5650
tm137144,The Testament of Dr. Mabuse,MOVIE,1933,,122,"['thriller', 'crime', 'european', 'horror']",['DE'],8,12350
tm4161,Romance on the High Seas,MOVIE,1948,,99,"['comedy', 'romance', 'music']",['US'],7,2517
tm34570,The Infernal Cauldron,MOVIE,1903,,2,['horror'],['FR'],,
tm115944,Rembrandt,MOVIE,1936,,85,['drama'],['GB'],7.1,1885
tm73245,Foreign Correspondent,MOVIE,1940,,120,"['thriller', 'war', 'action', 'romance']","['US', 'GB']",7.4,21837
tm4311,Henry V,MOVIE,1945,,137,"['drama', 'action', 'history', 'war']",['GB'],7,6673
tm6099,Jezebel,MOVIE,1938,,103,"['drama', 'romance']",['US'],7.4,14087
tm163261,Of Mice and Men,MOVIE,1940,PG,106,['drama'],['US'],7.9,6303
tm5851,Oliver Twist,MOVIE,1948,,116,['drama'],['GB'],7.8,12953
tm100058,The Man Who Knew Too Much,MOVIE,1935,,75,"['thriller', 'drama', 'crime']",['GB'],6.7,19792
tm88805,Monsieur Verdoux,MOVIE,1947,,119,"['comedy', 'drama', 'crime']",['US'],7.8,18112
tm61720,Adam's Rib,MOVIE,1949,,101,"['comedy', 'drama', 'romance']",['US'],7.5,21815
tm86380,Beauty and the Beast,MOVIE,1946,,96,"['drama', 'fantasy', 'european', 'romance']",['FR'],7.9,27000
tm4765,The Circus,MOVIE,1928,G,71,"['romance', 'comedy', 'family', 'european']",['US'],8.1,34538
tm154660,The Four Feathers,MOVIE,1939,,129,"['drama', 'romance', 'war', 'history', 'action']",['GB'],7.4,6289
tm17732,Berlin: Symphony of a Great City,MOVIE,1927,,69,"['documentation', 'history', 'european']",['DE'],7.6,4544
tm65496,Stromboli,MOVIE,1950,,105,"['drama', 'european']","['US', 'IT']",7.2,7433
tm6813,Pandora's Box,MOVIE,1930,,109,"['crime', 'romance', 'european', 'drama']",['DE'],7.8,11169
tm7631,The Pilgrim,MOVIE,1923,,59,"['comedy', 'western']",['US'],7.3,5304
tm88214,Paisan,MOVIE,1948,,125,"['history', 'drama', 'war', 'european']",['IT'],7.6,8897
tm89942,Dr. Jack,MOVIE,1922,,60,"['comedy', 'romance']",['US'],7.1,1572
tm142928,The Emperor Jones,MOVIE,1933,,73,"['drama', 'music']",['US'],6.4,1148
tm62407,Pépé le Moko,MOVIE,1937,,94,"['drama', 'european', 'romance', 'crime']",['FR'],7.7,7721
tm67506,I Shot Jesse James,MOVIE,1949,,81,"['western', 'drama', 'romance', 'history']",['US'],6.8,2379
tm2941,"Ivan the Terrible, Part I",MOVIE,1944,,99,"['drama', 'history']",['SU'],7.7,10358
tm74188,Jungle Book,MOVIE,1942,,106,"['fantasy', 'action', 'family']",['US'],6.7,4385
tm24020,Downhill,MOVIE,1927,,110,"['drama', 'thriller']",['GB'],6,2773
tm5900,Red Dust,MOVIE,1932,,83,"['drama', 'comedy', 'romance']",['US'],7.2,4583
tm87794,"The 47 Ronin, Part 1",MOVIE,1941,,112,"['drama', 'history', 'action']",['JP'],,
tm79163,"The 47 Ronin, Part 2",MOVIE,1942,,111,"['action', 'drama', 'history']",[],,
tm70225,Woman of the Year,MOVIE,1942,,114,"['comedy', 'drama', 'sport', 'romance']",['US'],7.1,10476
tm257,A Woman of Paris: A Drama of Fate,MOVIE,1923,,78,"['drama', 'romance']",['US'],6.9,5752
tm83273,Pride and Prejudice,MOVIE,1940,,117,"['drama', 'romance']",['US'],7.4,8661
tm78145,Shoulder Arms,MOVIE,1918,,45,"['comedy', 'war']",['US'],7.3,5998
tm142552,Little Women,MOVIE,1933,,115,"['drama', 'family', 'romance', 'war']",['US'],7.2,7435
tm71624,In Which We Serve,MOVIE,1942,,114,"['drama', 'war']",['GB'],7.2,6064
tm41039,People on Sunday,MOVIE,1930,,74,"['drama', 'european', 'comedy', 'romance']",['DE'],7.3,3305
tm116832,Osaka Elegy,MOVIE,1936,,71,"['drama', 'comedy']",['JP'],7.2,2448
tm1212,A Dog's Life,MOVIE,1918,,33,"['drama', 'comedy']",['US'],7.7,
tm16783,Blithe Spirit,MOVIE,1945,,96,"['comedy', 'fantasy']",['GB'],7,7285
tm24597,The Rink,MOVIE,1916,G,30,['comedy'],['US'],,
tm67670,Shall We Dance,MOVIE,1937,,109,"['comedy', 'romance']",['US'],7.5,7515
tm32,A Guy Named Joe,MOVIE,1944,,120,"['drama', 'romance', 'war', 'fantasy']",['US'],6.9,2695
tm1530,A Day's Pleasure,MOVIE,1919,,18,['comedy'],['US'],,
tm123277,The Idle Class,MOVIE,1921,,32,['comedy'],['US'],,
tm88017,Pay Day,MOVIE,1922,,21,['comedy'],['US'],,
tm58163,The Flowers of St. Francis,MOVIE,1950,,87,"['comedy', 'drama', 'european', 'history']",['IT'],7.3,3794
tm76145,The Long Voyage Home,MOVIE,1940,,105,"['drama', 'war']",['US'],6.9,4579
tm52327,The Front Page,MOVIE,1933,,101,"['comedy', 'drama', 'romance', 'thriller', 'crime']",['US'],5.9,17
tm102887,A Story of Floating Weeds,MOVIE,1934,,86,['drama'],['JP'],7.7,3240
tm177,A Night in the Show,MOVIE,1915,,24,['comedy'],['US'],,
tm18963,The King of Kings,MOVIE,1927,,155,"['drama', 'family', 'history']",['US'],7.4,2243
tm44046,Westfront 1918,MOVIE,1930,,97,"['war', 'european', 'drama', 'romance']",['DE'],7.4,2225
tm129771,For Heaven's Sake,MOVIE,1926,,58,"['comedy', 'romance', 'action']",['US'],7.5,1785
tm65174,Tea for Two,MOVIE,1950,,98,"['comedy', 'romance']",['US'],6.5,2037
tm108518,San Francisco,MOVIE,1936,,115,"['drama', 'music', 'romance']",['US'],7.2,5785
tm100049,Bumping Into Broadway,MOVIE,1919,,25,['comedy'],['US'],,
tm42140,The 3 Penny Opera,MOVIE,1932,,112,"['drama', 'comedy', 'crime', 'european']",['DE'],7.3,2352
tm6865,Why Worry?,MOVIE,1923,,60,"['comedy', 'family', 'romance']",['US'],7.3,1864
tm148296,Master of the House,MOVIE,1925,,107,"['drama', 'comedy', 'european']",['DK'],7.1,2186
tm117793,Intermezzo,MOVIE,1936,,93,"['drama', 'european', 'romance']",['SE'],6.5,1342
tm103554,High and Dizzy,MOVIE,1920,,26,['comedy'],['US'],,
tm49428,Comradeship,MOVIE,1931,,93,"['drama', 'european']","['DE', 'FR']",7.5,1614
tm66060,The Witch,MOVIE,1906,,13,"['family', 'fantasy']",['FR'],,
tm123460,Never Weaken,MOVIE,1921,,29,['comedy'],['US'],,
tm141146,Dragnet Girl,MOVIE,1933,,100,"['drama', 'romance', 'crime']",['JP'],6.9,891
tm85287,Nice and Friendly,MOVIE,1922,,11,['comedy'],['US'],,
tm101621,The Rise of Catherine the Great,MOVIE,1934,,95,"['romance', 'drama', 'history']",['GB'],6.3,673
tm100035,Captain Kidd's Kids,MOVIE,1919,,20,"['comedy', 'fantasy']",['US'],,
tm1665,An Eastern Westerner,MOVIE,1920,,27,"['comedy', 'western']",['US'],,
tm364104,The IX Olympiad in Amsterdam,MOVIE,1928,,251,"['documentation', 'sport']",['IT'],6,58
tm84135,Major Barbara,MOVIE,1941,,121,['comedy'],['GB'],6.8,1413
tm29593,The Hilarious Posters,MOVIE,1906,,3,"['fantasy', 'comedy']",['FR'],,
tm54582,The Prince of Magicians,MOVIE,1901,,2,['comedy'],['FR'],,
tm1889,An Impossible Balancing Feat,MOVIE,1902,,1,[],['FR'],,
tm352012,XIVth Olympiad: The Glory of Sport,MOVIE,1948,,138,"['documentation', 'sport']",['GB'],6.5,136
tm137977,I Cover the Waterfront,MOVIE,1933,,75,"['drama', 'romance', 'crime']",['US'],6.2,645
tm4193,The White Stadium,MOVIE,1929,,124,"['documentation', 'sport']",['CH'],7.4,200
tm91452,Beauty and the Bandit,MOVIE,1946,PG-13,69,"['western', 'drama', 'romance']",['US'],5.9,141
tm102776,His Royal Slyness,MOVIE,1920,,27,['comedy'],['US'],,
tm101429,The Return of Bulldog Drummond,MOVIE,1934,,73,"['crime', 'thriller', 'action']",['GB'],5.4,346
tm102106,The Marathon,MOVIE,1919,,14,['comedy'],['US'],,
tm100859,Just Neighbors,MOVIE,1919,,10,['comedy'],['US'],,
tm7399,Return of the Scarlet Pimpernel,MOVIE,1937,,88,"['romance', 'drama', 'history']",['GB'],5.6,317
tm231313,A Christmas Dream,MOVIE,1945,,11,"['animation', 'fantasy', 'european']",['XC'],,
tm364753,The Olympic Games as They Were Practiced in Ancient Greece,MOVIE,1924,,8,['documentation'],[],,
tm364751,The Olympic Games Held at Chamonix in 1924,MOVIE,1924,,37,['documentation'],['FR'],,
tm98205,Young Mr. Jazz,MOVIE,1919,,10,['comedy'],['US'],,
tm364116,"The Olympic Games, Amsterdam 1928",MOVIE,1928,,192,"['documentation', 'sport']",['IT'],6,65
tm8534,Little Old New York,MOVIE,1923,,107,"['comedy', 'romance']",['US'],6.4,1050
tm50827,Tonight or Never,MOVIE,1932,,80,"['comedy', 'romance']",['US'],6.6,1504
tm364103,The Olympic Games in Paris 1924,MOVIE,1925,,174,"['documentation', 'sport']",['FR'],6.4,87
tm407443,The Gold Rush,MOVIE,1942,,72,"['action', 'comedy', 'drama', 'family']",[],,
tm362,2001: A Space Odyssey,MOVIE,1968,G,149,"['thriller', 'action', 'scifi']","['GB', 'US']",8.3,677339
tm100005,Airplane!,MOVIE,1980,PG,88,['comedy'],['US'],7.7,245393
tm84618,Taxi Driver,MOVIE,1976,R,113,"['drama', 'crime']",['US'],8.2,848334
tm10529,Lawrence of Arabia,MOVIE,1962,,228,"['action', 'drama', 'history', 'war']",['GB'],8.3,297837
tm76285,Stalker,MOVIE,1980,,162,"['drama', 'european', 'scifi']",['SU'],8.1,136879
ts22230,"Scooby-Doo, Where Are You!",SHOW,1969,TV-G,23,"['comedy', 'family', 'animation', 'crime']",['US'],7.9,37465
tm111295,Young Frankenstein,MOVIE,1974,PG,106,['comedy'],['US'],8,161402
tm127410,One Flew Over the Cuckoo's Nest,MOVIE,1975,R,133,['drama'],['US'],8.7,1017462
ts15523,The Flintstones,SHOW,1960,TV-G,29,"['comedy', 'animation', 'family']",['US'],7.5,38178
tm124595,"Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles",MOVIE,1976,,201,"['drama', 'european']","['BE', 'FR']",7.6,11381
tm65430,Ikiru,MOVIE,1952,,143,['drama'],['JP'],8.3,80375
tm11500,A Clockwork Orange,MOVIE,1972,R,137,"['drama', 'crime', 'scifi']","['US', 'GB']",8.3,839281
tm18043,Seven Samurai,MOVIE,1954,,207,"['drama', 'action']",['JP'],8.6,349528
tm60665,Singin' in the Rain,MOVIE,1952,G,103,"['drama', 'comedy', 'music', 'romance']",['US'],8.3,246289
tm72895,The Wild Bunch,MOVIE,1969,R,145,"['western', 'action', 'drama']",['US'],7.9,86393
tm125288,Dog Day Afternoon,MOVIE,1975,R,125,"['drama', 'thriller', 'crime']",['US'],8,260942
tm84964,All the President's Men,MOVIE,1976,PG,138,"['thriller', 'drama', 'history']",['US'],7.9,118505
ts22243,Sesame Street,SHOW,1969,TV-Y,51,"['comedy', 'animation', 'family', 'fantasy', 'music']",['US'],8.1,14391
tm12881,Night of the Living Dead,MOVIE,1968,,96,"['horror', 'thriller']",['US'],7.9,124782
tm121766,The Man Who Would Be King,MOVIE,1975,PG,129,"['drama', 'war', 'history']","['GB', 'US']",7.8,50031
tm192501,Butch Cassidy and the Sundance Kid,MOVIE,1969,PG,110,"['drama', 'western', 'crime', 'comedy']",['US'],8,219053
tm91688,House,MOVIE,1977,,87,"['comedy', 'horror']",['JP'],7.3,29530
tm13961,Dr. No,MOVIE,1962,PG,110,"['thriller', 'action']",['GB'],7.2,170889
tm2159,A Streetcar Named Desire,MOVIE,1951,PG,125,"['drama', 'european']",['US'],7.9,110045
tm154519,Cabaret,MOVIE,1972,PG,124,"['drama', 'music', 'romance']",['US'],7.8,56510
tm14388,Invasion of the Body Snatchers,MOVIE,1978,PG,116,"['horror', 'scifi']",['US'],7.4,62951
ts20028,The Jetsons,SHOW,1962,TV-G,30,"['animation', 'comedy', 'scifi', 'family']",['US'],7,22149
tm51473,Breathless,MOVIE,1960,,90,"['crime', 'european', 'drama']",['FR'],7.7,83801
tm14225,Where Eagles Dare,MOVIE,1968,PG,155,"['action', 'war']",['GB'],7.6,59750
tm92635,Logan's Run,MOVIE,1976,PG,119,"['action', 'scifi']",['US'],6.8,58238
tm10527,The Music Man,MOVIE,1962,G,151,"['romance', 'comedy', 'family']",['US'],7.7,17101
tm103040,Raging Bull,MOVIE,1980,R,129,"['drama', 'sport']",['US'],8.2,358959
tm102441,Tokyo Story,MOVIE,1953,,136,['drama'],['JP'],8.2,63220
tm128283,Cat on a Hot Tin Roof,MOVIE,1958,,108,['drama'],['US'],7.9,50769
tm42704,Ben-Hur,MOVIE,1959,G,212,"['drama', 'action', 'history']",['US'],8.1,242458
tm77313,Star Trek: The Motion Picture,MOVIE,1979,PG,132,"['scifi', 'thriller']",['US'],6.4,92233
tm14952,Lolita,MOVIE,1962,,152,"['drama', 'comedy', 'crime', 'romance']","['US', 'GB']",7.5,103820
tm92249,Eraserhead,MOVIE,1978,,89,"['horror', 'thriller', 'fantasy']",['US'],7.3,119692
tm92100,Cruising,MOVIE,1980,R,102,"['thriller', 'crime', 'drama']","['DE', 'US']",6.5,25075
tm98395,Nine to Five,MOVIE,1980,PG,110,['comedy'],['US'],6.9,35642
tm185200,Scenes from a Marriage,MOVIE,1974,PG,299,"['drama', 'european']",['SE'],8.3,7592
tm40940,Floating Weeds,MOVIE,1959,,115,['drama'],['JP'],7.9,8373
tm70307,Norma Rae,MOVIE,1979,PG,110,['drama'],['US'],7.3,12026
tm12694,Superman,MOVIE,1978,PG,143,"['scifi', 'action', 'family', 'drama', 'romance']","['US', 'GB']",7.4,178399
tm30821,The Great Escape,MOVIE,1963,,172,"['thriller', 'history', 'war', 'drama']",['US'],8.2,247477
tm73872,Moonraker,MOVIE,1979,PG,126,"['action', 'thriller', 'scifi']","['GB', 'FR']",6.2,103608
tm89177,The Hobbit,MOVIE,1977,PG,77,"['animation', 'fantasy', 'family']","['JP', 'US']",6.7,15021
tm189175,Fantastic Planet,MOVIE,1973,PG,72,"['animation', 'european', 'scifi']","['FR', 'XC']",7.7,33086
tm660,8½,MOVIE,1963,,139,"['fantasy', 'drama', 'european']","['FR', 'IT']",8,120155
tm122617,The Bridge on the River Kwai,MOVIE,1957,PG,156,"['drama', 'war']","['GB', 'US']",8.2,223518
tm190566,Westworld,MOVIE,1973,PG-13,88,"['western', 'action', 'scifi', 'thriller']",['US'],6.9,60042
tm79670,Thunderball,MOVIE,1965,PG,130,"['thriller', 'action']",['GB'],6.9,121218
tm14472,Diamonds Are Forever,MOVIE,1971,PG,120,"['action', 'thriller']","['GB', 'US']",6.5,108983
tm68506,Persona,MOVIE,1966,,85,"['drama', 'european', 'thriller']",['SE'],8.1,121850
tm120801,The Dirty Dozen,MOVIE,1967,,150,"['war', 'action']","['GB', 'US']",7.7,75341
tm155267,Solaris,MOVIE,1972,PG,167,"['drama', 'scifi']",['SU'],8,93439
tm99628,Five Easy Pieces,MOVIE,1970,R,95,['drama'],['US'],7.4,36007
tm18047,Godzilla,MOVIE,1954,,96,"['scifi', 'thriller', 'horror', 'action', 'drama']",['JP'],7.5,35118
tm32149,High and Low,MOVIE,1963,,143,"['drama', 'thriller', 'crime']",['JP'],8.4,46721
tm11228,Cléo from 5 to 7,MOVIE,1962,,90,"['drama', 'european', 'comedy', 'music']","['FR', 'IT']",7.9,23852
tm19004,Girlfriends,MOVIE,1978,PG,86,"['drama', 'comedy']",['US'],7.2,2685
tm188330,A Hard Day's Night,MOVIE,1964,G,88,"['music', 'comedy', 'documentation']",['GB'],7.5,46155
tm73485,Batman,MOVIE,1966,PG,105,"['comedy', 'action', 'crime', 'family']",['US'],6.5,34144
tm114004,Night and Fog,MOVIE,1956,,32,"['documentation', 'war', 'history', 'european']",['FR'],,
ts30782,Super Friends,SHOW,1973,TV-Y7,34,"['scifi', 'family', 'animation', 'action']",['US'],7.2,2687
tm12025,Chitty Chitty Bang Bang,MOVIE,1968,G,144,"['comedy', 'family', 'fantasy']",['GB'],6.9,47572
tm109185,Diabolique,MOVIE,1955,,118,"['horror', 'thriller', 'drama', 'european', 'crime']",['FR'],8.1,66903
tm1871,3:10 to Yuma,MOVIE,1957,,92,"['western', 'drama', 'thriller']",['US'],7.6,20505
tm90487,Mikey and Nicky,MOVIE,1976,R,119,"['drama', 'crime']",['US'],7.4,5964
tm25826,Cleopatra,MOVIE,1963,G,192,"['drama', 'european', 'history', 'romance']","['US', 'GB', 'CH']",7,34681
tm38826,The 400 Blows,MOVIE,1959,,99,"['drama', 'european', 'crime']",['FR'],8.1,120595
tm120889,The Seventh Seal,MOVIE,1957,,96,"['fantasy', 'drama', 'european', 'history', 'thriller']",['SE'],8.1,187955
tm110125,The Man with the Golden Gun,MOVIE,1974,PG,125,"['action', 'thriller']","['US', 'GB']",6.7,108069
tm91206,The Bad News Bears,MOVIE,1976,PG,102,"['comedy', 'sport', 'drama', 'family']",['US'],7.3,23518
tm12793,Vivre Sa Vie,MOVIE,1962,,84,"['drama', 'european']",['FR'],7.8,33059
tm121674,Weekend,MOVIE,1967,R,105,"['drama', 'comedy', 'european']",['FR'],7,14971
tm9997,What Ever Happened to Baby Jane?,MOVIE,1962,,134,"['drama', 'horror', 'thriller']",['US'],8,57973
tm15026,Hooper,MOVIE,1978,PG,99,"['comedy', 'action']",['US'],6.4,7311
tm19053,On the Waterfront,MOVIE,1954,,108,"['crime', 'drama', 'thriller']",['US'],8.1,157122
tm51726,Eyes Without a Face,MOVIE,1960,,95,"['thriller', 'drama', 'horror', 'european']","['IT', 'FR']",7.6,32812
tm116401,The Criminal Life of Archibaldo de la Cruz,MOVIE,1955,,89,"['comedy', 'drama', 'crime']",['MX'],7.6,5536
tm12072,Jules and Jim,MOVIE,1962,,100,"['drama', 'european', 'romance']",['FR'],7.7,42624
tm121048,You Only Live Twice,MOVIE,1967,PG,117,"['action', 'thriller']",['GB'],6.8,112128
tm65879,Who's Afraid of Virginia Woolf?,MOVIE,1966,,131,"['drama', 'european']",['US'],8,76738
tm108804,A Woman Under the Influence,MOVIE,1974,R,155,"['drama', 'romance']",['US'],8.1,26302
tm103037,Gimme Shelter,MOVIE,1970,R,92,"['music', 'documentation', 'thriller']",['US'],7.8,12295
tm1183,10,MOVIE,1979,R,122,"['comedy', 'romance']",['US'],6.1,18593
tm119925,Throne of Blood,MOVIE,1957,,110,"['drama', 'history']",['JP'],8.1,53326
tm48571,Village of the Damned,MOVIE,1960,,77,"['scifi', 'horror']","['US', 'GB']",7.3,18040
ts21966,The Yogi Bear Show,SHOW,1961,TV-G,11,"['comedy', 'animation', 'family']",['US'],6.6,10609
tm125076,Picnic at Hanging Rock,MOVIE,1976,PG,117,"['thriller', 'drama', 'documentation']",['AU'],7.4,38654
tm101272,Around the World in Eighty Days,MOVIE,1956,G,182,"['fantasy', 'comedy', 'family', 'romance']",['US'],6.7,28210
tm107470,East of Eden,MOVIE,1955,PG,115,"['romance', 'drama', 'european']",['US'],7.8,46558
tm67435,Masculin Féminin,MOVIE,1966,,110,"['drama', 'european', 'romance']","['SE', 'FR']",7.4,15986
ts21149,Wonder Woman,SHOW,1975,TV-PG,49,"['scifi', 'action', 'drama', 'fantasy', 'family']",['US'],7,9124
tm489,A Star Is Born,MOVIE,1954,PG,176,"['drama', 'romance']",['US'],7.5,18675
tm184314,The Umbrellas of Cherbourg,MOVIE,1964,PG-13,91,"['drama', 'romance', 'european']","['FR', 'DE']",7.8,28698
tm119281,Bonnie and Clyde,MOVIE,1967,R,112,"['crime', 'drama', 'action']",['US'],7.7,115352
tm127957,The Hidden Fortress,MOVIE,1958,,139,"['action', 'drama', 'comedy']",['JP'],8.1,40032
tm37937,Journey to the Center of the Earth,MOVIE,1960,,132,"['fantasy', 'family', 'action', 'romance', 'scifi']",['US'],7,18279
tm103694,Equinox,MOVIE,1970,PG,80,"['horror', 'action', 'fantasy']",['US'],5.2,3286
tm16686,Up in Smoke,MOVIE,1978,R,86,"['comedy', 'music']",['US'],6.9,39408
tm13613,Watership Down,MOVIE,1978,PG,88,"['drama', 'action', 'animation', 'thriller', 'family']",['GB'],7.6,37589
